HOJA DE TRABAJO ESTÁNDAR,,,,,,,,,,,,,,,,,,,,,
Área,,Linea,,Tiempo de Operación Disponible,,Fecha de Revisión:,,,,1,2,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0
Ensamble,,NORTH FACE,,660,,2025-04-29 00:00:00,,,Apretar,0,0,0.0,257.0,0.0,0.0,759.0,0.0,0.0,0.0,0.0,0.0
Proceso,,Modelo,,Eficiencia%,Produccion Diaria,No. De Revisión:,,,Conectar,0,0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0
Linea produccion,,NORTH FACE,,109.23493282149713,13,1,,,Elaborar,2065,200,0.0,203.0,769.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
Mapa del Lugar de Trabajo,,,,,,,,,Instalar,0,1382,3276.0,728.0,49.0,4290.0,746.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Perforar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Atornillar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Programar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Puntear,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Remachar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Rutear,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,%,0.7321363636363637,0.5608909090909091,1.1614909090909091,0.4212,0.29001818181818184,1.549718181818182,0.5782636363636364,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Abrir,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Activar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Aflojar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Ajustar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Cerrar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Colocar,0,84,328.0,0.0,0.0,53.0,71.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Cortar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Dejar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Encender,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Firmar,0,0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Marcar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Guiar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Juntar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Meter,0,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Mover,0,0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Preparar,113,0,0.0,0.0,50.0,175.0,87.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Pulir,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Quitar,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Sacar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Tomar,0,0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,Verificar,0,0,52.0,0.0,8.0,702.0,1278.0,0.0,0.0,0.0,0.0,0.0
#,ELEMENTO,# Operador,BEC Time  (seg..),Work Time (seg…),Tiempo de Espera (seg..),Tiempo de Caminatas (seg..),,,%,0.040063636363636364,0.03651818181818182,0.13472727272727272,0.0,0.020563636363636364,0.35596363636363637,0.6076909090909092,0.0,0.0,0.0,0.0,0.0
,Fabricacion ,1,,,,,,,Caminar,0,0,0.0,188.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0
,Estacion #1-Fabricacion subensamble,1,,,,,,,Trasladar,0,0,148.0,859.0,0.0,408.0,390.0,0.0,0.0,0.0,0.0,0.0
1,Preparar material ,1,,113,,,,,%,0,0,0.052472727272727275,0.37120909090909093,0.0,0.14465454545454545,0.30916363636363636,0.0,0.0,0.0,0.0,0.0
2,Elaborar subensamble MTL-02356-04;80 1/4,1,346,,,,,,Esperar,0,0,0.0,0.0,0.0,633.0,234.0,0.0,0.0,0.0,0.0,0.0
3,Elaborar subensamble MTL-02356-04;80 2/4,1,338,,,,,,%,0,0,0.0,0.0,0.0,0.22442727272727275,0.08296363636363636,0.0,0.0,0.0,0.0,0.0
4,Elaborar subensamble MTL-02356-04;80 3/4,1,350,,,,,,,,,,,,,,,,,,
5,Elaborar subensamble MTL-02356-04;80 4/4,1,375,,,,,,,,,,,,,,,,,,
6,Elaborar subensamble ASY/05275-01;A0 1/6,1,96,,,,,,,,,,,,,,,,,,
7,Elaborar subensamble ASY/05275-01;A0 2/6,1,115,,,,,,,,,,,,,,,,,,
8,Elaborar subensamble ASY/05275-01;A0 3/6,1,118,,,,,,,,,,,,,,,,,,
9,Elaborar subensamble ASY/05275-01;A0 4/6,1,109,,,,,,,,,,,,,,,,,,
10,Elaborar subensamble ASY/05275-01;A0 5/6,1,97,,,,,,,,,,,,,,,,,,
11,Elaborar subensamble ASY/05275-01;A0 6/6,1,121,,,,,,,,,,,,,,,,,,
,Estacion #2-Fabricacion,2,,,,,,,,,,,,,,,,,,,
1,Elaborar armado de caja ,2,200,,,,,,,,,,,,,,,,,,
2,Instalar remaches ,2,108,,,,,,,,,,,,,,,,,,
3,"Colocar pieza en fixture, piezas y remaches",2,,84,,,,,,,,,,,,,,,,,
4,Instalar remaches (fixture por remaches),2,151,,,,,,,,,,,,,,,,,,
5,Quitar fixture y voltear carcasa,2,,19,,,,,,,,,,,,,,,,,
6,Instalar solapas 6/6,2,1123,,,,,,,,,,,,,,,,,,
,Estacion #3-Fabricacion,3,,,,,,,,,,,,,,,,,,,
1,Colocar cinta en solapas (evita rayas),3,,75,,,,,,,,,,,,,,,,,
2,"Colocar tapa carcasa, alinear holes",3,,125,,,,,,,,,,,,,,,,,
3,Instalar flecos y remaches para tapa 41H,3,106,,,,,,,,,,,,,,,,,,
4,Instalar flecos y remaches para tapa 3030PT,3,835,,,,,,,,,,,,,,,,,,
5,Instalar cercha ,3,627,,,,,,,,,,,,,,,,,,
6,Trasladar pieza retrabajada y corregirlo,3,,,,148,,,,,,,,,,,,,,,
7,Instalar remaches 41,3,72,,,,,,,,,,,,,,,,,,
8,"Instalar MTL-02215-02;A1, flecos y remaches",3,300,,,,,,,,,,,,,,,,,,
9,Instalar resortes,3,207,,,,,,,,,,,,,,,,,,
10,Verificar todos los ensambles,3,,52,,,,,,,,,,,,,,,,,
11,Instalar tapa MTL-02352-04;A0,3,135,,,,,,,,,,,,,,,,,,
12,Instalar remches internos ,3,159,,,,,,,,,,,,,,,,,,
13,"Instalar ASY-04181-01;A0, flecos y remaches ",3,123,,,,,,,,,,,,,,,,,,
14,"Instalar manijas ASY-03278-05;A0 2/2 , remaches ",3,319,,,,,,,,,,,,,,,,,,
15,"Instalar ASY-04181-01;A0, flecos y remaches ",3,176,,,,,,,,,,,,,,,,,,
16,Instalar mech gris y placa autoadherible,3,217,,,,,,,,,,,,,,,,,,
17,Colocar mech negra (cinchos(,3,,128,,,,,,,,,,,,,,,,,
,H,1,,,,,,,,,,,,,,,,,,,
,Estacion #4-H,4,,,,,,,,,,,,,,,,,,,
1,"Elaborar subensamble MTL-02237-04;A0, remaches 391 y frames",4,203,,,,,,,,,,,,,,,,,,
2,Trasladar herramienta remachadora falla ,4,,,,416,,,,,,,,,,,,,,,
3,"Trasladar no tiene avellanado correcto pieza MTL-0223704;A06, taladro no funciona",4,,,,443,,,,,,,,,,,,,,,
4,"Instalar placa ASY-03135-03;A0, remaches 41H",4,187,,,,,,,,,,,,,,,,,,
5,"Instalar ASY-03139-03;A0, remaches 41H",4,118,,,,,,,,,,,,,,,,,,
6,"Instalar CBL-00408-05;B0, remaches 41H",4,50,,,,,,,,,,,,,,,,,,
7,"Instalar MTL-02202-03, remaches 41H",4,200,,,,,,,,,,,,,,,,,,
8,Instalar MTL-03697-01;A0,4,76,,,,,,,,,,,,,,,,,,
9,Instalar ASY-03229-27;C0 con ensamble y tornillos,4,73,,,,,,,,,,,,,,,,,,
10,Caminar a buscar torque 15 in lb,4,,,,188,,,,,,,,,,,,,,,
11,Apretar tornillos con torque 15 in lb,4,150,,,,,,,,,,,,,,,,,,
12,Apretar 10 tornillos para fijar pieza,4,107,,,,,,,,,,,,,,,,,,
13,Instalar mech gris ,4,24,,,,,,,,,,,,,,,,,,
,Estacion #5-H Subensamble,5,,,,,,,,,,,,,,,,,,,
,Tapa estacion 4,5,,,,,,,,,,,,,,,,,,,
1,Elaborar subensamble MTL-02239-01 y MTL-02237-01 1/1,5,151,,,,,,,,,,,,,,,,,,
2,Elaborar subensamble MTL-02237-04; remaches 41H 1/1 ,5,326,,,,,,,,,,,,,,,,,,
3,Instalar GSKT-00352 1/1,5,26,,,,,,,,,,,,,,,,,,
4,Elaborar subensamblar MECH-01754-03 1/1,5,134,,,,,,,,,,,,,,,,,,
5,Instalar subensamble en tapa 1/1,5,23,,,,,,,,,,,,,,,,,,
6,Verificar,5,,8,,,,,,,,,,,,,,,,,
,Tapa estacion 6,5,,,,,,,,,,,,,,,,,,,
1,Preparar material ,5,,50,,,,,,,,,,,,,,,,,
2,"Elaborar subensamble MTL-0226-02;A0, remaches 41H",5,158,,,,,,,,,,,,,,,,,,
,Integracion,1,,,,,,,,,,,,,,,,,,,
,Estacion #6-Ensamble completo,6,,,,,,,,,,,,,,,,,,,
1,Preparar material e ir por pieza fabricacion,6,,56,,,,,,,,,,,,,,,,,
2,Verificar pieza,6,,338,,,,,,,,,,,,,,,,,
3,Preparar material e ir por pieza H,6,,45,,,,,,,,,,,,,,,,,
4,Verificar pieza,6,,120,,,,,,,,,,,,,,,,,
5,Elaborar subensambe Fabricacion y H ,6,81,,,,,,,,,,,,,,,,,,
6,"Instalar subensamble, remaches 41H",6,396,,,,,,,,,,,,,,,,,,
7,Instalar ASY-05271-01,6,128,,,,,,,,,,,,,,,,,,
8,Mover (bajar) mesa,6,,17,,,,,,,,,,,,,,,,,
9,Preparar material ,6,,38,,,,,,,,,,,,,,,,,
10,"Instalar ASY-03152-06, remaches 41H",6,116,,,,,,,,,,,,,,,,,,
11,"Instalar ASY-04756-04, remaches 41H y 42H",6,252,,,,,,,,,,,,,,,,,,
12,"Instalar ASY-03136-03, remaches 41H",6,121,,,,,,,,,,,,,,,,,,
13,"Instalar ASY-03136 y 37, remaches 41H",6,333,,,,,,,,,,,,,,,,,,
14,Mover (bajar) mesa,6,,17,,,,,,,,,,,,,,,,,
15,Verificar pieza,6,,104,,,,,,,,,,,,,,,,,
16,Instalar MTL-02213-05,6,304,,,,,,,,,,,,,,,,,,
17,Preparar material,6,,36,,,,,,,,,,,,,,,,,
18,"Instalar MTL-02218-01, remaches 41H",6,224,,,,,,,,,,,,,,,,,,
19,Instalar MECH-0754-04 (8),6,179,,,,,,,,,,,,,,,,,,
20,Colocar debajo de unidad esponja rosa,6,,53,,,,,,,,,,,,,,,,,
21,Instalar MECH-01253-01,6,49,,,,,,,,,,,,,,,,,,
22,"Instalar ASY-03153-04, remaches 41H",6,405,,,,,,,,,,,,,,,,,,
23,"Instalar ASY-04757-03, remaches 41H",6,276,,,,,,,,,,,,,,,,,,
24,"Instalar MTL-02247-03, remaches 41H",6,1115,,,,,,,,,,,,,,,,,,
25,"Instalar MTL-02322-03, remaches 3030PT y 41H",6,128,,,,,,,,,,,,,,,,,,
26,Instalar MECH-01754-04,6,115,,,,,,,,,,,,,,,,,,
27,Instalar MECH-01196 (2),6,149,,,,,,,,,,,,,,,,,,
28,Mover (cambiar posicion) unidad,6,,40,,,,,,,,,,,,,,,,,
29,Verificar pieza,6,,140,,,,,,,,,,,,,,,,,
30,Trasladar hacer retrabajo,6,,,,408,,,,,,,,,,,,,,,
31,Esperar a Calidad,6,,,633,,,,,,,,,,,,,,,,
32,Inspeccionar auditoria calidad,6,,181,,,,,,,,,,,,,,,,,
,Estacion #7-Integracion,7,,,,,,,Inicio,Fin,Diferencia,,,,,,,,,,
1,Tomar de rack sub-ensamble ASY-03131-08;C0,7,,96,,,,,00:00:00,00:01:36,96,,,,,,,,,,
